employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Age_Group,Experience_Level,Training_Category,KPI_Status,Award_Status,Performance_Category
51676,Analytics,region_29,,m,sourcing,1,30,4.0,3,1,0,83,21-30,Beginner,Good,Achieved,No Award,Good
11328,Procurement,region_15,Masters & above,m,other,1,41,4.0,2,1,0,78,41-50,Beginner,Good,Achieved,No Award,Good
13378,R&D,region_2,Bachelors,m,sourcing,1,43,4.0,3,1,0,87,41-50,Beginner,Excellent,Achieved,No Award,Good
65727,Sales & Marketing,region_5,Masters & above,m,other,1,36,1.0,4,0,0,49,31-40,Beginner,Low,Not Achieved,No Award,Poor
56943,Technology,region_2,Masters & above,m,other,2,30,4.0,5,0,0,79,21-30,Beginner,Good,Not Achieved,No Award,Good
63673,Sales & Marketing,region_2,Bachelors,m,other,1,36,2.0,7,1,0,47,31-40,Intermediate,Low,Achieved,No Award,Poor
1698,Operations,region_15,Bachelors,m,other,2,32,4.0,3,1,0,60,31-40,Beginner,Average,Achieved,No Award,Good
30509,HR,region_6,Bachelors,f,other,1,24,,1,0,0,48,21-30,Beginner,Low,Not Achieved,No Award,
13347,Sales & Marketing,region_33,Masters & above,m,other,2,39,3.0,3,0,0,48,31-40,Beginner,Low,Not Achieved,No Award,Average
25917,Technology,region_7,,m,other,1,24,4.0,1,0,0,79,21-30,Beginner,Good,Not Achieved,No Award,Good
22911,Technology,region_7,Bachelors,m,sourcing,1,28,,1,1,0,83,21-30,Beginner,Good,Achieved,No Award,
6145,Sales & Marketing,region_7,Bachelors,m,other,2,34,1.0,3,0,0,52,31-40,Beginner,Average,Not Achieved,No Award,Poor
46205,Operations,region_22,Below Secondary,f,other,1,24,5.0,2,0,0,60,21-30,Beginner,Average,Not Achieved,No Award,Excellent
68045,Procurement,region_19,Bachelors,m,other,1,39,4.0,3,1,0,70,31-40,Beginner,Average,Achieved,No Award,Good
13375,Operations,region_23,Masters & above,m,other,3,39,3.0,7,0,0,62,31-40,Intermediate,Average,Not Achieved,No Award,Average
73917,Sales & Marketing,region_2,,f,sourcing,1,25,3.0,2,1,0,51,21-30,Beginner,Average,Achieved,No Award,Average
70316,Legal,region_2,Bachelors,m,sourcing,1,59,4.0,12,0,0,60,51-60,Experienced,Average,Not Achieved,No Award,Good
19094,Procurement,region_26,,m,other,1,33,3.0,7,1,0,70,31-40,Intermediate,Average,Achieved,No Award,Average
42191,Operations,region_22,Bachelors,f,other,1,26,4.0,3,0,0,59,21-30,Beginner,Average,Not Achieved,No Award,Good
68198,Sales & Marketing,region_7,Bachelors,m,sourcing,2,32,5.0,8,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Excellent
21813,Sales & Marketing,region_3,Bachelors,m,sourcing,1,40,1.0,2,0,0,53,31-40,Beginner,Average,Not Achieved,No Award,Poor
22941,Sales & Marketing,region_29,Bachelors,m,other,1,34,3.0,5,0,0,53,31-40,Beginner,Average,Not Achieved,No Award,Average
61436,Operations,region_28,Bachelors,m,other,1,34,4.0,6,0,0,57,31-40,Intermediate,Average,Not Achieved,No Award,Good
30939,Sales & Marketing,region_30,Bachelors,m,sourcing,2,38,3.0,10,0,0,51,31-40,Intermediate,Average,Not Achieved,No Award,Average
2722,Procurement,region_27,Masters & above,m,sourcing,1,43,3.0,12,0,0,74,41-50,Experienced,Good,Not Achieved,No Award,Average
27416,Technology,region_2,Bachelors,m,other,2,39,1.0,10,0,0,80,31-40,Intermediate,Good,Not Achieved,No Award,Poor
54916,Sales & Marketing,region_19,Masters & above,m,other,1,37,1.0,3,0,0,48,31-40,Beginner,Low,Not Achieved,No Award,Poor
50864,Sales & Marketing,region_7,Masters & above,m,sourcing,1,36,5.0,7,1,0,49,31-40,Intermediate,Low,Achieved,No Award,Excellent
63200,Sales & Marketing,region_4,Bachelors,m,sourcing,3,25,3.0,2,1,0,50,21-30,Beginner,Low,Achieved,No Award,Average
52878,Legal,region_2,Bachelors,m,other,1,27,,1,1,0,61,21-30,Beginner,Average,Achieved,No Award,
8767,Sales & Marketing,region_15,Bachelors,m,other,1,30,2.0,7,0,0,56,21-30,Intermediate,Average,Not Achieved,No Award,Poor
32013,Legal,region_15,Bachelors,m,sourcing,1,40,3.0,3,0,0,63,31-40,Beginner,Average,Not Achieved,No Award,Average
51928,Sales & Marketing,region_28,Masters & above,f,other,1,34,3.0,3,0,0,49,31-40,Beginner,Low,Not Achieved,No Award,Average
25066,Operations,region_26,Bachelors,f,sourcing,1,43,3.0,15,0,0,61,41-50,Experienced,Average,Not Achieved,No Award,Average
36909,Sales & Marketing,region_16,Masters & above,m,sourcing,2,33,2.0,5,0,0,50,31-40,Beginner,Low,Not Achieved,No Award,Poor
20764,HR,region_27,Bachelors,f,sourcing,1,32,3.0,8,1,0,51,31-40,Intermediate,Average,Achieved,No Award,Average
27347,R&D,region_4,Masters & above,m,sourcing,2,33,4.0,8,0,1,87,31-40,Intermediate,Excellent,Not Achieved,Award Won,Good
24398,Analytics,region_22,Bachelors,m,other,1,43,3.0,18,0,0,82,41-50,Experienced,Good,Not Achieved,No Award,Average
76547,Sales & Marketing,region_2,Masters & above,f,sourcing,2,37,1.0,9,0,0,53,31-40,Intermediate,Average,Not Achieved,No Award,Poor
74715,Analytics,region_7,Bachelors,m,sourcing,1,40,3.0,10,1,0,84,31-40,Intermediate,Good,Achieved,No Award,Average
44568,Procurement,region_17,Bachelors,f,sourcing,2,27,3.0,3,0,0,70,21-30,Beginner,Average,Not Achieved,No Award,Average
29382,Analytics,region_24,Masters & above,m,other,1,39,2.0,10,0,0,86,31-40,Intermediate,Excellent,Not Achieved,No Award,Poor
64915,Sales & Marketing,region_28,Bachelors,m,other,2,30,5.0,2,1,0,49,21-30,Beginner,Low,Achieved,No Award,Excellent
31390,Sales & Marketing,region_2,Masters & above,f,other,1,44,1.0,14,0,0,50,41-50,Experienced,Low,Not Achieved,No Award,Poor
6280,Analytics,region_19,Bachelors,m,sourcing,1,36,4.0,8,0,0,83,31-40,Intermediate,Good,Not Achieved,No Award,Good
33420,Analytics,region_22,Masters & above,m,sourcing,1,35,3.0,8,0,0,85,31-40,Intermediate,Good,Not Achieved,No Award,Average
72124,Analytics,region_13,Masters & above,f,sourcing,1,32,3.0,3,0,0,87,31-40,Beginner,Excellent,Not Achieved,No Award,Average
13022,Analytics,region_2,,m,sourcing,1,25,,1,0,0,92,21-30,Beginner,Excellent,Not Achieved,No Award,
56900,Sales & Marketing,region_4,Bachelors,m,sourcing,1,30,5.0,5,0,0,49,21-30,Beginner,Low,Not Achieved,No Award,Excellent
27192,Procurement,region_2,Bachelors,f,sourcing,1,28,3.0,3,0,0,72,21-30,Beginner,Good,Not Achieved,No Award,Average
5747,Operations,region_23,Masters & above,m,other,1,41,5.0,4,1,0,55,41-50,Beginner,Average,Achieved,No Award,Excellent
69943,Analytics,region_22,Bachelors,m,sourcing,2,30,4.0,2,0,0,82,21-30,Beginner,Good,Not Achieved,No Award,Good
35542,Technology,region_12,Bachelors,f,other,1,28,3.0,2,0,0,78,21-30,Beginner,Good,Not Achieved,No Award,Average
41835,Operations,region_13,Masters & above,m,sourcing,2,35,5.0,6,1,1,96,31-40,Intermediate,Excellent,Achieved,Award Won,Excellent
11486,Procurement,region_15,Masters & above,m,other,1,34,4.0,2,1,0,72,31-40,Beginner,Good,Achieved,No Award,Good
73885,HR,region_7,Masters & above,f,other,1,39,5.0,6,0,0,51,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
74562,Technology,region_2,Masters & above,m,other,1,40,1.0,10,0,0,77,31-40,Intermediate,Good,Not Achieved,No Award,Poor
76771,Analytics,region_32,Bachelors,f,sourcing,1,29,5.0,2,0,0,85,21-30,Beginner,Good,Not Achieved,No Award,Excellent
65059,Technology,region_22,Bachelors,m,sourcing,2,30,4.0,6,1,0,78,21-30,Intermediate,Good,Achieved,No Award,Good
22008,Operations,region_27,Bachelors,m,sourcing,1,34,3.0,7,0,0,59,31-40,Intermediate,Average,Not Achieved,No Award,Average
11568,Sales & Marketing,region_11,Bachelors,m,sourcing,1,40,1.0,5,0,0,51,31-40,Beginner,Average,Not Achieved,No Award,Poor
4334,Operations,region_16,Masters & above,f,other,1,36,3.0,6,0,0,55,31-40,Intermediate,Average,Not Achieved,No Award,Average
39062,Sales & Marketing,region_22,Bachelors,f,sourcing,1,28,5.0,3,1,0,49,21-30,Beginner,Low,Achieved,No Award,Excellent
73000,Operations,region_22,Masters & above,f,sourcing,1,50,5.0,9,1,0,60,41-50,Intermediate,Average,Achieved,No Award,Excellent
24551,Technology,region_14,Masters & above,f,sourcing,1,38,4.0,10,0,0,81,31-40,Intermediate,Good,Not Achieved,No Award,Good
54723,Sales & Marketing,region_29,Bachelors,m,sourcing,3,27,,1,1,1,49,21-30,Beginner,Low,Achieved,Award Won,
73098,Technology,region_2,Masters & above,f,other,1,56,1.0,12,1,0,83,51-60,Experienced,Good,Achieved,No Award,Poor
9114,Operations,region_2,Bachelors,f,other,2,39,5.0,12,1,0,59,31-40,Experienced,Average,Achieved,No Award,Excellent
23491,Operations,region_15,Masters & above,m,other,1,49,3.0,9,0,0,63,41-50,Intermediate,Average,Not Achieved,No Award,Average
71702,R&D,region_13,Masters & above,m,other,1,34,4.0,5,1,0,86,31-40,Beginner,Excellent,Achieved,No Award,Good
5582,Operations,region_19,Bachelors,f,sourcing,1,33,4.0,6,0,0,59,31-40,Intermediate,Average,Not Achieved,No Award,Good
24703,Sales & Marketing,region_28,,m,other,1,34,5.0,10,0,0,55,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
61210,HR,region_2,Masters & above,m,other,1,58,3.0,15,0,0,55,51-60,Experienced,Average,Not Achieved,No Award,Average
27588,Sales & Marketing,region_34,Bachelors,m,sourcing,1,27,3.0,4,0,0,49,21-30,Beginner,Low,Not Achieved,No Award,Average
12954,Operations,region_31,Bachelors,m,sourcing,1,32,3.0,5,1,0,62,31-40,Beginner,Average,Achieved,No Award,Average
16476,Procurement,region_7,Bachelors,m,other,1,33,3.0,10,0,0,68,31-40,Intermediate,Average,Not Achieved,No Award,Average
21526,Operations,region_22,Bachelors,m,other,1,28,5.0,3,1,0,62,21-30,Beginner,Average,Achieved,No Award,Excellent
30076,Procurement,region_14,Bachelors,m,other,1,33,4.0,6,0,0,67,31-40,Intermediate,Average,Not Achieved,No Award,Good
8018,Operations,region_14,Bachelors,m,other,1,33,3.0,6,1,0,57,31-40,Intermediate,Average,Achieved,No Award,Average
57034,Sales & Marketing,region_19,Bachelors,m,other,1,34,3.0,4,0,0,46,31-40,Beginner,Low,Not Achieved,No Award,Average
32239,Sales & Marketing,region_26,Bachelors,m,other,1,46,3.0,3,1,0,50,41-50,Beginner,Low,Achieved,No Award,Average
18626,Operations,region_15,Bachelors,m,sourcing,1,30,4.0,3,1,0,60,21-30,Beginner,Average,Achieved,No Award,Good
1794,Procurement,region_8,Masters & above,f,other,1,39,1.0,9,0,0,66,31-40,Intermediate,Average,Not Achieved,No Award,Poor
64903,Finance,region_30,Bachelors,m,sourcing,1,28,3.0,7,1,0,57,21-30,Intermediate,Average,Achieved,No Award,Average
77851,Operations,region_23,Masters & above,f,other,1,38,5.0,10,1,0,62,31-40,Intermediate,Average,Achieved,No Award,Excellent
5234,Sales & Marketing,region_19,Bachelors,m,other,1,33,4.0,7,0,0,47,31-40,Intermediate,Low,Not Achieved,No Award,Good
4917,Technology,region_2,Masters & above,f,sourcing,1,33,5.0,10,1,0,83,31-40,Intermediate,Good,Achieved,No Award,Excellent
31387,Technology,region_2,Below Secondary,m,other,1,25,5.0,2,1,0,83,21-30,Beginner,Good,Achieved,No Award,Excellent
75865,Operations,region_12,Bachelors,m,sourcing,1,35,4.0,2,0,0,64,31-40,Beginner,Average,Not Achieved,No Award,Good
65499,Analytics,region_26,Bachelors,m,other,1,35,1.0,10,0,0,89,31-40,Intermediate,Excellent,Not Achieved,No Award,Poor
5338,Operations,region_13,Bachelors,f,other,2,40,3.0,2,1,0,95,31-40,Beginner,Excellent,Achieved,No Award,Average
3791,Operations,region_23,Bachelors,f,sourcing,2,32,4.0,8,1,0,56,31-40,Intermediate,Average,Achieved,No Award,Good
39105,HR,region_7,Bachelors,m,other,1,29,3.0,5,1,1,52,21-30,Beginner,Average,Achieved,Award Won,Average
47425,Sales & Marketing,region_22,Bachelors,m,other,1,26,5.0,4,0,0,46,21-30,Beginner,Low,Not Achieved,No Award,Excellent
34558,Procurement,region_2,Bachelors,m,other,2,37,3.0,9,0,0,70,31-40,Intermediate,Average,Not Achieved,No Award,Average
19027,Operations,region_22,Bachelors,m,other,1,52,3.0,19,0,0,58,51-60,Experienced,Average,Not Achieved,No Award,Average
11793,Analytics,region_15,Bachelors,m,other,2,36,4.0,8,1,0,79,31-40,Intermediate,Good,Achieved,No Award,Good
54976,Technology,region_7,Bachelors,m,other,1,32,4.0,3,1,0,83,31-40,Beginner,Good,Achieved,No Award,Good
34696,Sales & Marketing,region_32,Bachelors,m,other,1,34,5.0,9,0,0,51,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
35969,Sales & Marketing,region_26,,m,other,1,31,2.0,5,0,0,48,31-40,Beginner,Low,Not Achieved,No Award,Poor
49485,Sales & Marketing,region_20,Masters & above,m,sourcing,2,37,5.0,2,1,0,51,31-40,Beginner,Average,Achieved,No Award,Excellent
10136,Operations,region_4,Bachelors,m,sourcing,1,25,3.0,2,1,0,58,21-30,Beginner,Average,Achieved,No Award,Average
14753,Legal,region_2,Bachelors,m,other,1,26,3.0,2,0,0,57,21-30,Beginner,Average,Not Achieved,No Award,Average
60825,Finance,region_26,Bachelors,m,other,1,30,4.0,6,0,0,67,21-30,Intermediate,Average,Not Achieved,No Award,Good
26711,Operations,region_16,Bachelors,f,sourcing,1,26,5.0,5,1,0,57,21-30,Beginner,Average,Achieved,No Award,Excellent
64579,Finance,region_2,Bachelors,m,other,2,53,1.0,16,0,0,54,51-60,Experienced,Average,Not Achieved,No Award,Poor
68322,Procurement,region_6,Bachelors,m,other,1,35,4.0,8,0,0,70,31-40,Intermediate,Average,Not Achieved,No Award,Good
44627,Sales & Marketing,region_29,Bachelors,m,other,1,31,2.0,7,0,0,52,31-40,Intermediate,Average,Not Achieved,No Award,Poor
30550,Operations,region_3,Masters & above,m,other,1,36,3.0,4,0,0,57,31-40,Beginner,Average,Not Achieved,No Award,Average
38290,Sales & Marketing,region_7,Masters & above,m,sourcing,1,43,5.0,7,1,0,51,41-50,Intermediate,Average,Achieved,No Award,Excellent
56734,Procurement,region_2,Masters & above,f,other,1,35,4.0,4,0,0,65,31-40,Beginner,Average,Not Achieved,No Award,Good
4112,Sales & Marketing,region_22,Bachelors,m,sourcing,1,24,,1,0,0,50,21-30,Beginner,Low,Not Achieved,No Award,
42706,Sales & Marketing,region_2,Bachelors,m,other,1,53,3.0,3,1,0,47,51-60,Beginner,Low,Achieved,No Award,Average
75874,Sales & Marketing,region_23,Masters & above,m,other,1,44,5.0,10,1,0,49,41-50,Intermediate,Low,Achieved,No Award,Excellent
19398,Operations,region_19,Masters & above,f,other,1,38,5.0,3,1,0,59,31-40,Beginner,Average,Achieved,No Award,Excellent
26632,Sales & Marketing,region_11,Bachelors,m,other,1,33,5.0,4,1,0,50,31-40,Beginner,Low,Achieved,No Award,Excellent
74554,Sales & Marketing,region_13,,m,other,1,45,3.0,7,0,0,57,41-50,Intermediate,Average,Not Achieved,No Award,Average
74765,Operations,region_15,Masters & above,m,other,1,38,3.0,2,0,0,57,31-40,Beginner,Average,Not Achieved,No Award,Average
11787,Operations,region_12,Bachelors,f,sourcing,2,33,3.0,6,1,0,62,31-40,Intermediate,Average,Achieved,No Award,Average
14970,Operations,region_11,Bachelors,f,sourcing,1,32,5.0,8,1,0,60,31-40,Intermediate,Average,Achieved,No Award,Excellent
15054,HR,region_7,Masters & above,m,other,1,34,5.0,3,1,0,46,31-40,Beginner,Low,Achieved,No Award,Excellent
11865,Procurement,region_8,Masters & above,m,sourcing,1,37,3.0,10,0,0,68,31-40,Intermediate,Average,Not Achieved,No Award,Average
63450,Operations,region_7,Masters & above,f,other,1,44,3.0,10,0,0,58,41-50,Intermediate,Average,Not Achieved,No Award,Average
38539,Sales & Marketing,region_22,Bachelors,m,other,2,28,,1,0,0,47,21-30,Beginner,Low,Not Achieved,No Award,
53594,Procurement,region_2,Masters & above,f,other,1,50,4.0,17,0,0,67,41-50,Experienced,Average,Not Achieved,No Award,Good
45551,Sales & Marketing,region_28,Masters & above,m,sourcing,1,33,4.0,3,1,0,53,31-40,Beginner,Average,Achieved,No Award,Good
40676,Finance,region_2,Bachelors,f,sourcing,1,33,3.0,5,0,0,55,31-40,Beginner,Average,Not Achieved,No Award,Average
12054,Technology,region_2,Bachelors,m,sourcing,2,51,3.0,18,0,0,79,51-60,Experienced,Good,Not Achieved,No Award,Average
40871,Sales & Marketing,region_1,Bachelors,m,sourcing,2,37,2.0,7,0,0,47,31-40,Intermediate,Low,Not Achieved,No Award,Poor
22652,Sales & Marketing,region_6,Bachelors,m,sourcing,1,31,3.0,2,0,0,52,31-40,Beginner,Average,Not Achieved,No Award,Average
47517,Operations,region_2,Bachelors,f,other,1,47,5.0,18,0,0,58,41-50,Experienced,Average,Not Achieved,No Award,Excellent
15679,Operations,region_2,Bachelors,f,other,1,30,4.0,2,0,0,61,21-30,Beginner,Average,Not Achieved,No Award,Good
55855,Finance,region_6,Bachelors,m,sourcing,1,25,2.0,2,0,0,61,21-30,Beginner,Average,Not Achieved,No Award,Poor
13158,Sales & Marketing,region_13,Bachelors,m,sourcing,1,35,4.0,3,0,0,50,31-40,Beginner,Low,Not Achieved,No Award,Good
18385,Sales & Marketing,region_1,,m,other,1,28,1.0,3,0,0,47,21-30,Beginner,Low,Not Achieved,No Award,Poor
62844,Technology,region_7,Bachelors,f,other,1,38,4.0,11,0,0,83,31-40,Experienced,Good,Not Achieved,No Award,Good
23893,Sales & Marketing,region_2,Bachelors,m,other,1,51,4.0,9,0,0,51,51-60,Intermediate,Average,Not Achieved,No Award,Good
13124,Procurement,region_17,Bachelors,f,other,1,30,3.0,5,1,0,67,21-30,Beginner,Average,Achieved,No Award,Average
29622,Finance,region_6,Bachelors,f,other,1,28,5.0,4,1,0,58,21-30,Beginner,Average,Achieved,No Award,Excellent
48441,Procurement,region_2,Bachelors,m,sourcing,1,55,1.0,3,1,1,74,51-60,Beginner,Good,Achieved,Award Won,Poor
46548,Legal,region_26,Bachelors,m,sourcing,1,30,3.0,2,0,0,64,21-30,Beginner,Average,Not Achieved,No Award,Average
23412,Legal,region_5,Bachelors,m,sourcing,1,29,5.0,2,1,0,56,21-30,Beginner,Average,Achieved,No Award,Excellent
10218,Sales & Marketing,region_31,Bachelors,m,other,1,34,5.0,9,0,0,52,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
27288,Sales & Marketing,region_4,Masters & above,m,other,1,36,3.0,3,1,0,52,31-40,Beginner,Average,Achieved,No Award,Average
38585,Sales & Marketing,region_7,Bachelors,f,sourcing,1,48,3.0,17,0,0,59,41-50,Experienced,Average,Not Achieved,No Award,Average
66866,Technology,region_30,Bachelors,m,sourcing,1,29,4.0,3,1,0,83,21-30,Beginner,Good,Achieved,No Award,Good
44545,Sales & Marketing,region_5,Bachelors,f,other,1,29,2.0,7,0,0,50,21-30,Intermediate,Low,Not Achieved,No Award,Poor
78187,Sales & Marketing,region_10,Bachelors,m,sourcing,3,28,2.0,6,1,0,45,21-30,Intermediate,Low,Achieved,No Award,Poor
10629,HR,region_23,Bachelors,m,other,1,28,3.0,6,0,0,47,21-30,Intermediate,Low,Not Achieved,No Award,Average
67737,R&D,region_7,Masters & above,m,sourcing,1,37,3.0,6,0,0,87,31-40,Intermediate,Excellent,Not Achieved,No Award,Average
26667,Sales & Marketing,region_30,Bachelors,m,other,1,47,3.0,4,0,0,55,41-50,Beginner,Average,Not Achieved,No Award,Average
37900,Sales & Marketing,region_22,Masters & above,m,sourcing,1,32,3.0,4,1,0,95,31-40,Beginner,Excellent,Achieved,No Award,Average
33058,Sales & Marketing,region_15,Bachelors,m,other,2,29,3.0,3,0,0,48,21-30,Beginner,Low,Not Achieved,No Award,Average
47255,Legal,region_15,Bachelors,m,other,1,30,3.0,2,0,0,60,21-30,Beginner,Average,Not Achieved,No Award,Average
941,Procurement,region_10,Masters & above,f,other,1,34,5.0,3,1,0,66,31-40,Beginner,Average,Achieved,No Award,Excellent
60904,Sales & Marketing,region_2,Masters & above,m,other,1,41,2.0,7,0,0,50,41-50,Intermediate,Low,Not Achieved,No Award,Poor
60717,Operations,region_2,Below Secondary,f,other,1,25,3.0,2,0,0,55,21-30,Beginner,Average,Not Achieved,No Award,Average
47949,Analytics,region_22,,m,other,2,26,4.0,3,1,0,83,21-30,Beginner,Good,Achieved,No Award,Good
22351,Sales & Marketing,region_2,Bachelors,m,sourcing,1,52,1.0,24,0,0,51,51-60,Expert,Average,Not Achieved,No Award,Poor
11357,Sales & Marketing,region_22,Bachelors,f,other,1,30,3.0,5,0,0,52,21-30,Beginner,Average,Not Achieved,No Award,Average
63732,Operations,region_32,,m,other,1,31,5.0,6,1,0,56,31-40,Intermediate,Average,Achieved,No Award,Excellent
12495,Operations,region_34,Bachelors,m,sourcing,1,36,5.0,10,0,0,64,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
14554,Legal,region_22,Bachelors,m,referred,1,29,3.0,2,0,0,60,21-30,Beginner,Average,Not Achieved,No Award,Average
39627,Finance,region_22,Masters & above,f,sourcing,1,34,5.0,8,1,0,62,31-40,Intermediate,Average,Achieved,No Award,Excellent
57641,Sales & Marketing,region_23,Bachelors,m,other,1,32,4.0,6,1,0,48,31-40,Intermediate,Low,Achieved,No Award,Good
13957,Sales & Marketing,region_23,Bachelors,m,other,2,34,1.0,9,0,0,51,31-40,Intermediate,Average,Not Achieved,No Award,Poor
63127,Sales & Marketing,region_7,Bachelors,m,sourcing,1,31,3.0,5,1,0,55,31-40,Beginner,Average,Achieved,No Award,Average
58805,Procurement,region_2,Masters & above,f,other,1,49,3.0,6,0,0,68,41-50,Intermediate,Average,Not Achieved,No Award,Average
50773,Sales & Marketing,region_4,Masters & above,m,sourcing,1,45,5.0,15,0,0,50,41-50,Experienced,Low,Not Achieved,No Award,Excellent
38640,Operations,region_22,Bachelors,f,sourcing,3,29,5.0,2,1,0,57,21-30,Beginner,Average,Achieved,No Award,Excellent
32453,Operations,region_7,Bachelors,m,sourcing,2,32,5.0,7,1,0,56,31-40,Intermediate,Average,Achieved,No Award,Excellent
52239,Sales & Marketing,region_20,Bachelors,m,other,3,26,,1,0,0,44,21-30,Beginner,Low,Not Achieved,No Award,
1893,Sales & Marketing,region_2,,m,sourcing,1,22,5.0,2,0,1,60,21-30,Beginner,Average,Not Achieved,Award Won,Excellent
33838,Technology,region_26,Bachelors,f,other,1,43,2.0,13,0,0,80,41-50,Experienced,Good,Not Achieved,No Award,Poor
27535,Finance,region_7,Bachelors,f,sourcing,1,24,4.0,2,1,0,53,21-30,Beginner,Average,Achieved,No Award,Good
37716,Technology,region_2,Bachelors,f,other,1,33,1.0,4,1,0,84,31-40,Beginner,Good,Achieved,No Award,Poor
18662,Procurement,region_22,Bachelors,f,sourcing,2,30,4.0,2,0,1,67,21-30,Beginner,Average,Not Achieved,Award Won,Good
74570,Operations,region_19,Bachelors,m,sourcing,2,40,5.0,6,1,0,60,31-40,Intermediate,Average,Achieved,No Award,Excellent
77195,Procurement,region_27,Bachelors,m,other,1,31,5.0,5,1,0,67,31-40,Beginner,Average,Achieved,No Award,Excellent
54336,Analytics,region_15,Masters & above,m,other,1,29,4.0,4,1,0,83,21-30,Beginner,Good,Achieved,No Award,Good
28214,Sales & Marketing,region_7,Bachelors,f,other,1,35,5.0,10,0,0,45,31-40,Intermediate,Low,Not Achieved,No Award,Excellent
66068,Technology,region_13,Bachelors,f,other,1,28,4.0,6,1,0,79,21-30,Intermediate,Good,Achieved,No Award,Good
73388,Sales & Marketing,region_1,Masters & above,m,other,1,38,1.0,7,0,0,44,31-40,Intermediate,Low,Not Achieved,No Award,Poor
19805,Procurement,region_22,Masters & above,m,other,1,41,5.0,2,1,0,69,41-50,Beginner,Average,Achieved,No Award,Excellent
10282,Operations,region_2,Bachelors,m,sourcing,1,29,,1,0,0,61,21-30,Beginner,Average,Not Achieved,No Award,
2967,Operations,region_22,Bachelors,f,other,1,28,3.0,5,0,0,60,21-30,Beginner,Average,Not Achieved,No Award,Average
4379,Procurement,region_15,Masters & above,f,other,1,38,4.0,10,0,0,69,31-40,Intermediate,Average,Not Achieved,No Award,Good
4619,Sales & Marketing,region_2,Masters & above,f,other,1,35,1.0,3,0,0,50,31-40,Beginner,Low,Not Achieved,No Award,Poor
36279,Operations,region_7,Bachelors,m,other,1,30,3.0,6,0,0,59,21-30,Intermediate,Average,Not Achieved,No Award,Average
23129,HR,region_7,Bachelors,f,sourcing,1,27,,1,1,0,47,21-30,Beginner,Low,Achieved,No Award,
77761,Technology,region_22,Masters & above,m,sourcing,1,29,2.0,5,0,0,84,21-30,Beginner,Good,Not Achieved,No Award,Poor
50513,Sales & Marketing,region_7,Masters & above,f,other,1,32,3.0,5,1,0,44,31-40,Beginner,Low,Achieved,No Award,Average
35476,Technology,region_2,Masters & above,m,other,2,37,3.0,9,0,0,79,31-40,Intermediate,Good,Not Achieved,No Award,Average
63143,Operations,region_22,Masters & above,m,sourcing,1,39,3.0,11,0,0,62,31-40,Experienced,Average,Not Achieved,No Award,Average
8327,HR,region_2,Masters & above,f,sourcing,1,45,5.0,12,0,0,54,41-50,Experienced,Average,Not Achieved,No Award,Excellent
31124,Procurement,region_8,Masters & above,f,sourcing,1,31,5.0,7,1,0,65,31-40,Intermediate,Average,Achieved,No Award,Excellent
4994,Operations,region_2,Masters & above,f,other,1,52,5.0,14,1,0,60,51-60,Experienced,Average,Achieved,No Award,Excellent
39909,Sales & Marketing,region_28,Masters & above,m,other,1,34,5.0,2,1,0,48,31-40,Beginner,Low,Achieved,No Award,Excellent
26403,Technology,region_29,Masters & above,f,sourcing,1,31,3.0,5,0,0,78,31-40,Beginner,Good,Not Achieved,No Award,Average
48566,Finance,region_2,Bachelors,f,other,1,36,4.0,9,0,0,62,31-40,Intermediate,Average,Not Achieved,No Award,Good
52200,Operations,region_10,Bachelors,m,sourcing,1,41,3.0,13,0,0,61,41-50,Experienced,Average,Not Achieved,No Award,Average
28018,Sales & Marketing,region_22,Masters & above,f,other,1,35,4.0,4,1,0,47,31-40,Beginner,Low,Achieved,No Award,Good
61153,Operations,region_7,Masters & above,m,sourcing,2,39,1.0,7,0,0,57,31-40,Intermediate,Average,Not Achieved,No Award,Poor
57463,Technology,region_33,Bachelors,m,other,1,30,3.0,3,1,0,76,21-30,Beginner,Good,Achieved,No Award,Average
5774,Sales & Marketing,region_2,Masters & above,f,other,1,46,4.0,4,1,1,45,41-50,Beginner,Low,Achieved,Award Won,Good
61872,HR,region_2,Masters & above,m,other,1,48,5.0,16,1,0,49,41-50,Experienced,Low,Achieved,No Award,Excellent
3060,Legal,region_4,Bachelors,m,sourcing,1,28,,1,1,0,61,21-30,Beginner,Average,Achieved,No Award,
70721,Technology,region_26,Bachelors,m,sourcing,1,27,3.0,4,0,0,80,21-30,Beginner,Good,Not Achieved,No Award,Average
43115,Sales & Marketing,region_13,Bachelors,m,other,1,30,2.0,4,1,0,48,21-30,Beginner,Low,Achieved,No Award,Poor
28025,Procurement,region_22,Bachelors,m,sourcing,5,29,3.0,6,0,0,70,21-30,Intermediate,Average,Not Achieved,No Award,Average
